Ci_multi,Ci_multi_err,Ci_single,Ci_single_err,Ci_tot,Ci_tot_err,Ci1_thr,Ci1_thr_err,Ci1_pnr,Ci1_pnr_err,Ci12_thr,Ci12_thr_err,Ci12_pnr,Ci12_pnr_err,Ci2_thr,Ci2_thr_err,Ci2_pnr,Ci2_pnr_err,C1_tot,C1_tot_err,C12,C12_err,C2_tot,C2_tot_err,shg_current,g2_pnr,g2_pnr_err,g2_thr,g2_thr_err,eta0_i_thr_r1,eta0_i_thr_r1_err,eta0_i_thr_r2,eta0_i_thr_r2_err,eta0_i_pnr_r1,eta0_i_pnr_r1_err,eta0_i_pnr_r2,eta0_i_pnr_r2_err,eta0_1_rPnr,eta0_2_rPnr,mu0,mu0_err
6428.0,80.17480901,107666.0,328.1249762,114094.0,337.7780336,25250.0,158.9024858,23000.0,151.6575089,2500.0,50.0,1900.0,43.58898944,26250.0,162.0185175,28500.0,168.8194302,65954.0,256.81510860000003,4400.0,66.33249581,76542.0,276.66224900000003,0.76,0.3120753623188406,0.0077339915905800674,0.4303404054691184,0.009491556426309859,0.38284258725778575,0.0028331914614711574,0.342948969193384,0.002452983365691872,0.3487279012645177,0.00267045306331315,0.3723445951242455,0.0025837721473101474,0.4272472275370126,0.5294150428176025,0.35980143128695924,0.014464752925592315
11341.0,106.4941313,144201.0,379.7380676,155542.0,394.38813369999997,38750.0,196.85019690000001,34200.0,184.9324201,5750.0,75.82875444,4250.0,65.19202405,44500.0,210.95023109999997,39500.0,198.7460691,89811.0,299.6848345,9600.0,97.97958971,103575.0,321.8307008,0.77,0.4536636686653342,0.007815469097914406,0.5186612540775644,0.007842263417903225,0.43146162496798834,0.0026223833351870767,0.4296403572290611,0.0024352214651759104,0.3807996793265858,0.0024196294386753673,0.38136615978759353,0.0022552672434904076,0.47433790334325004,0.5478464088321163,0.5097322524979018,0.004123352866534646
23329.66667,88.18478075,197018.6667,256.2672216,220348.3333,271.0155797,60500.0,245.9674775,51500.0,226.93611439999998,12350.0,111.13055390000001,9250.0,96.17692031,69000.0,262.6785107,58750.0,242.3839929,137283.3333,213.9184684,21050.0,145.08618130000002,155860.3333,227.93298240000001,0.78,0.6023293259987605,0.007283921184323318,0.6518869125056893,0.006945153590057218,0.44069442768986145,0.0019187672468623125,0.4427040449553562,0.0018054196387615482,0.3751365789426093,0.0017533590028392249,0.37694003827720546,0.0016499446759217172,0.5227931024263702,0.5963901896611505,0.7889951243905355,0.013309348391381547
53046.0,132.9736816,272722.6667,301.5087985,325768.6667,329.52929389999997,108000.0,328.6335345,83500.0,288.9636655,31250.0,176.77669530000003,21500.0,146.628783,119000.0,344.9637662,94000.0,306.59419429999997,207711.6667,263.1296681,48250.0,219.6588264,234471.3333,279.5659334,0.795,0.7470425957510511,0.006265733390490868,0.7921156889491908,0.00563938761371915,0.5199515352981374,0.0017137943304200366,0.5075247294633779,0.0015908288966642239,0.4019995666425414,0.0014814563053072622,0.4009018871391388,0.001392228750310975,0.6123436750627813,0.6893449755197777,1.2475542929250112,0.019420708982853994
82356.0,286.977351,312391.0,558.9194932999999,394747.0,628.2889462999999,147500.0,384.0572874,108000.0,328.6335345,52500.0,229.1287847,33500.0,183.0300522,167000.0,408.6563348,122000.0,349.2849839,254614.0,504.5929052,76000.0,275.680975,285949.0,534.7419938999999,0.8,0.7942545916818458,0.005644677663816231,0.8413363442606313,0.004930875013601558,0.5793082862686262,0.0018956021273870607,0.5840202273832047,0.001798663886499716,0.4241714909627907,0.0015403192460917892,0.4266495074296465,0.0014589821502799618,0.6914411746817289,0.7810724380663976,1.5915544878672556,0.02342621532149034
103673.0,185.89692480000002,336416.3333,334.8712854,440087.3333,383.0088482,173333.3333,240.37008500000002,121500.0,201.246118,67330.0,82.05485970000001,42000.0,64.80740698,192666.6667,253.4210374,137000.0,213.6976057,290536.0,311.19982860000005,95700.0,97.82637681,324201.3333,328.7356249,0.81,0.8488471958547356,0.002481824004545352,0.8872761557258025,0.002154424207557136,0.5965984707574965,0.0010453899448675714,0.594280920250614,0.0009869844086244782,0.4181925819863976,0.0008248883372287799,0.4225769172677243,0.0007861813523432665,0.7223192691518465,0.814466994846115,1.847324764700259,0.027717354173114397
123035.0,350.76345310000005,352768.0,593.9427582000001,475803.0,689.784749,197500.0,444.40972089999997,134000.0,366.0601044,82000.0,286.3564213,49500.0,222.4859546,215000.0,463.68092479999996,149000.0,386.0051813,316653.0,562.7192906,113500.0,106.5363788,354215.0,595.1596423999999,0.82,0.8745875989181608,0.005335044599415857,0.9188306387989402,0.0045023907059633704,0.6237111285855494,0.0017883574436585964,0.6069759891591265,0.0016594225041398822,0.4231761581289298,0.0013791075056715436,0.4206484762079528,0.0012988814089202932,0.7597060957910015,0.8447478229317852,2.055137824223683,0.026107299776133616
181691.0,426.2522727,381195.0,617.4099125,562886.0,750.2572892000001,245000.0,494.97474680000005,152500.0,390.5124838,110000.0,331.662479,60000.0,244.94897430000003,272000.0,521.5361924,170000.0,412.3105626,369555.0,607.9103552,144000.0,379.4733192,415256.0,644.4036002,0.8275,0.8822256509161042,0.004969501674195396,0.9291335534213684,0.0040098944548494645,0.6629595053510303,0.001727208619016764,0.6550176276802744,0.0016157339393457993,0.41265846761645764,0.001255956008060796,0.40938601730017143,0.0011787549342565477,0.8001154264877556,0.8919319508388095,2.469670876094758,0.06336491573840657
237824.0,487.6720209,393407.0,627.2216513999999,631231.0,794.500472,306000.0,553.1726673999999,172500.0,415.3311931,156000.0,394.96835319999997,78000.0,279.28480089999994,335000.0,578.7918451,192500.0,438.74821940000004,427077.0,653.5112852999999,195000.0,441.58804330000004,474802.0,689.0587783,0.84,0.9240954940711462,0.0047439786891781115,0.9606090722856306,0.0036259030217587725,0.716498430025499,0.0016969780901428286,0.7055572638699921,0.0015919998281453264,0.403908428690845,0.0011522792917970973,0.4054321590894731,0.0010954883683992828,0.8769544009130493,0.9786302734826783,2.9922300553481396,0.06001612910866721
289754.0,538.2880269999999,392027.0,626.1205954,681781.0,825.7003087999999,361500.0,601.2487006,188000.0,433.58966780000003,202500.0,450.0,93000.0,304.95901360000005,390000.0,624.4997998,208000.0,456.07017,473014.0,687.7601326,246000.0,495.98387069999995,521774.0,722.3392554999999,0.85,0.9323473557692308,0.0045130210073059856,0.979257740185126,0.003354636388651639,0.7642479926598367,0.0016883402410405803,0.7474500454219642,0.0015821667515053645,0.39745123822973527,0.0010836106410085733,0.39864002422504763,0.0010337183104726778,0.9591176117971466,1.0611514002862048,3.467535725861602,0.04368120155828635
333645.0,577.6201173999999,386281.0,621.5150842999999,719926.0,848.4845313999999,402500.0,634.4288769999999,195000.0,441.58804330000004,240000.0,489.89794860000006,103000.0,320.9361307,442500.0,665.2067347999999,214500.0,463.1414471,508853.0,713.3393302000001,285000.0,533.8539126000001,557840.0,746.8868722999999,0.855,0.9512149423226346,0.004470481187066352,0.9701076744920518,0.003113434705522943,0.7909946487492459,0.0016685443210158629,0.7932382045030834,0.0015968568173723404,0.3832147987729266,0.0010206334078139794,0.384518858454037,0.0009769074776694486,1.0096277062552907,1.11059047688082,3.8543540273175796,0.04943278014739438
